"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 05, 2021","1,825.60","1,813.00","1,823.80","1,813.00","0.11K","1.23%"
"Feb 04, 2021","1,803.50","1,829.00","1,829.00","1,826.70","0.01K","-2.39%"
"Feb 03, 2021","1,847.70","1,845.50","1,847.30","1,845.50","0.15K","0.11%"
"Feb 02, 2021","1,845.70","1,871.00","1,871.00","1,854.20","0.01K","-1.52%"
"Feb 01, 2021","1,874.10","1,864.00","1,874.20","1,864.00","0.05K","0.64%"
"Jan 29, 2021","1,862.10","1,870.50","1,870.50","1,870.50","0.01K","0.44%"
"Jan 28, 2021","1,853.90","1,867.00","1,867.00","1,867.00","0.00K","-0.44%"
"Jan 27, 2021","1,862.10","1,863.60","1,863.60","1,863.60","0.01K","-0.33%"
"Jan 26, 2021","1,868.20","1,871.10","1,871.10","1,871.10","0.01K","-0.21%"
"Jan 25, 2021","1,872.20","1,879.20","1,879.20","1,877.80","0.00K","-0.03%"
"Jan 22, 2021","1,872.80","1,852.90","1,869.70","1,852.90","0.04K","-0.49%"
"Jan 21, 2021","1,882.10","1,876.50","1,879.40","1,875.70","0.01K","-0.05%"
"Jan 20, 2021","1,883.10","1,880.30","1,880.30","1,880.30","0.01K","1.37%"
"Jan 19, 2021","1,857.60","1,838.80","1,858.80","1,825.50","0.09K","1.14%"
"Jan 18, 2021","1,836.60","1,809.65","1,839.45","1,809.65","-","1.48%"
"Jan 17, 2021","1,809.75","1,826.80","1,829.10","1,803.60","-","-2.13%"
"Jan 15, 2021","1,849.10","1,847.80","1,847.80","1,847.80","0.01K","-1.22%"
"Jan 14, 2021","1,871.90","1,856.60","1,870.20","1,856.60","0.15K","-0.19%"
"Jan 13, 2021","1,875.40","1,875.10","1,875.10","1,871.20","0.25K","0.55%"
"Jan 12, 2021","1,865.10","1,862.20","1,866.00","1,858.20","0.25K","-0.38%"
"Jan 11, 2021","1,872.30","1,848.10","1,867.80","1,848.10","0.83K","0.83%"
"Jan 08, 2021","1,856.90","1,935.80","1,935.80","1,850.00","0.00K","-4.06%"
"Jan 07, 2021","1,935.50","1,944.20","1,946.70","1,932.50","0.00K","0.17%"
"Jan 06, 2021","1,932.30","1,971.70","1,971.70","1,971.70","0.01K","-2.29%"
"Jan 05, 2021","1,977.60","1,965.30","1,975.50","1,965.30","0.00K","0.42%"
"Jan 04, 2021","1,969.40","1,934.70","1,967.80","1,934.70","0.34K","3.57%"
"Jan 01, 2021","1,901.60","1,901.60","1,901.60","1,901.60","-","-0.79%"
"Dec 31, 2020","1,916.70","1,919.90","1,919.90","1,919.90","0.00K","0.11%"
"Dec 30, 2020","1,914.50","1,913.90","1,913.90","1,913.90","0.12K","0.59%"
"Dec 29, 2020","1,903.20","1,893.20","1,900.30","1,890.50","0.00K","0.15%"
"Dec 28, 2020","1,900.40","1,900.80","1,912.00","1,885.80","0.15K","-0.13%"
"Dec 24, 2020","1,902.80","1,888.90","1,897.00","1,886.90","0.08K","0.31%"
"Dec 23, 2020","1,897.00","1,887.60","1,897.00","1,887.60","0.01K","0.41%"
"Dec 22, 2020","1,889.20","1,898.40","1,898.40","1,898.40","0.00K","-0.62%"
"Dec 21, 2020","1,901.00","1,889.70","1,889.70","1,889.60","0.01K","-0.30%"
"Dec 18, 2020","1,906.80","1,902.00","1,903.50","1,902.00","0.01K","-0.05%"
"Dec 17, 2020","1,907.80","1,907.80","1,907.90","1,904.60","0.18K","1.66%"
"Dec 16, 2020","1,876.60","1,877.90","1,877.90","1,877.90","0.00K","0.15%"
"Dec 15, 2020","1,873.80","1,849.00","1,871.70","1,849.00","0.01K","1.24%"
"Dec 14, 2020","1,850.80","1,853.70","1,855.90","1,853.70","0.00K","-0.58%"
"Dec 11, 2020","1,861.60","1,848.90","1,859.50","1,836.60","0.05K","0.33%"
"Dec 10, 2020","1,855.40","1,866.30","1,866.30","1,866.30","0.01K","-0.03%"
"Dec 09, 2020","1,856.00","1,883.10","1,883.10","1,844.00","0.11K","-1.94%"
"Dec 08, 2020","1,892.70","1,877.00","1,886.60","1,874.50","0.20K","0.45%"
"Dec 07, 2020","1,884.20","1,884.30","1,884.30","1,884.30","0.00K","1.38%"
"Dec 04, 2020","1,858.50","1,853.70","1,853.70","1,853.70","0.00K","0.03%"
"Dec 03, 2020","1,858.00","1,859.60","1,862.30","1,858.80","0.01K","0.57%"
"Dec 02, 2020","1,847.50","1,848.50","1,848.50","1,848.50","0.00K","0.54%"
"Dec 01, 2020","1,837.50","1,837.80","1,837.80","1,837.80","0.00K","2.08%"
"Nov 30, 2020","1,800.10","1,790.00","1,790.00","1,790.00","0.00K","-0.42%"
"Nov 27, 2020","1,807.70","1,836.70","1,836.80","1,836.70","0.03K","0.04%"
"Nov 26, 2020","1,807.00","1,806.25","1,816.80","1,804.20","-","-1.28%"
"Nov 25, 2020","1,830.40","1,835.90","1,835.90","1,825.00","0.11K","-0.08%"
"Nov 24, 2020","1,831.90","1,826.60","1,828.00","1,826.60","0.01K","-1.81%"
"Nov 23, 2020","1,865.60","1,850.10","1,850.10","1,850.10","0.00K","-1.77%"
"Nov 20, 2020","1,899.20","1,889.70","1,893.80","1,889.70","0.00K","0.58%"
"Nov 19, 2020","1,888.20","1,873.30","1,877.50","1,870.00","0.17K","-0.62%"
"Nov 18, 2020","1,900.00","1,894.50","1,894.50","1,894.50","0.06K","-0.72%"
"Nov 17, 2020","1,913.80","1,906.20","1,906.20","1,903.50","0.11K","-0.20%"
"Nov 16, 2020","1,917.70","1,903.10","1,904.70","1,903.00","0.00K","-0.06%"
"Nov 13, 2020","1,918.80","1,894.90","1,913.90","1,894.90","0.13K","0.69%"
"Nov 12, 2020","1,905.70","1,897.50","1,897.50","1,897.50","0.00K","0.67%"
"Nov 11, 2020","1,893.10","1,886.50","1,886.50","1,886.50","0.01K","-0.85%"
"Nov 10, 2020","1,909.40","1,900.10","1,900.10","1,900.10","0.00K","1.19%"
"Nov 09, 2020","1,886.90","1,896.80","1,896.80","1,896.80","0.02K","-4.95%"
"Nov 06, 2020","1,985.10","1,975.10","1,975.10","1,975.10","0.00K","0.29%"
"Nov 05, 2020","1,979.30","1,948.40","1,968.30","1,948.40","0.00K","2.66%"
"Nov 04, 2020","1,928.00","1,936.70","1,936.70","1,936.70","0.00K","-0.70%"
"Nov 03, 2020","1,941.50","1,912.60","1,928.00","1,912.60","0.22K","0.91%"
"Nov 02, 2020","1,924.00","1,920.90","1,920.90","1,920.90","0.00K","0.67%"
"Oct 30, 2020","1,911.20","1,900.50","1,900.50","1,900.50","0.00K","0.60%"
"Oct 29, 2020","1,899.80","1,907.60","1,907.60","1,907.60","0.01K","-0.63%"
"Oct 28, 2020","1,911.80","1,909.70","1,909.70","1,909.70","0.00K","-1.70%"
"Oct 27, 2020","1,944.90","1,921.40","1,933.50","1,921.40","0.06K","0.31%"
"Oct 26, 2020","1,938.90","1,919.00","1,926.10","1,919.00","0.06K","0.10%"
"Oct 23, 2020","1,937.00","1,926.30","1,926.40","1,924.60","0.04K","0.05%"
"Oct 22, 2020","1,936.00","1,940.50","1,940.50","1,907.60","0.18K","-1.24%"
"Oct 21, 2020","1,960.40","1,925.10","1,948.60","1,925.10","0.16K","0.72%"
"Oct 20, 2020","1,946.40","1,922.90","1,936.60","1,921.90","0.11K","0.17%"
"Oct 19, 2020","1,943.10","1,941.90","1,941.90","1,941.90","0.12K","0.25%"
"Oct 16, 2020","1,938.30","1,934.40","1,934.40","1,927.50","0.06K","-0.12%"
"Oct 15, 2020","1,940.70","1,923.20","1,923.20","1,919.20","0.00K","0.04%"
"Oct 14, 2020","1,939.90","1,929.40","1,929.40","1,926.70","0.25K","0.70%"
"Oct 13, 2020","1,926.40","1,939.90","1,939.90","1,939.90","0.01K","-1.74%"
"Oct 12, 2020","1,960.60","1,953.50","1,957.70","1,948.70","0.01K","0.14%"
"Oct 09, 2020","1,957.90","1,930.50","1,956.20","1,929.50","0.01K","1.58%"
"Oct 08, 2020","1,927.40","1,902.80","1,916.20","1,899.00","0.00K","0.31%"
"Oct 07, 2020","1,921.40","1,918.10","1,918.10","1,918.10","0.01K","-0.87%"
"Oct 06, 2020","1,938.20","1,937.20","1,942.20","1,900.50","0.10K","-0.55%"
"Oct 05, 2020","1,948.90","1,946.50","1,946.50","1,946.50","0.00K","0.65%"
"Oct 02, 2020","1,936.30","1,929.60","1,933.70","1,921.30","0.12K","-0.45%"
"Oct 01, 2020","1,945.10","1,927.60","1,935.50","1,921.20","0.18K","1.07%"
"Sep 30, 2020","1,924.60","1,925.10","1,925.10","1,925.10","0.00K","-0.39%"
"Sep 29, 2020","1,932.10","1,907.40","1,921.20","1,907.40","0.05K","1.10%"
"Sep 28, 2020","1,911.10","1,883.70","1,905.50","1,872.00","0.35K","0.86%"
"Sep 25, 2020","1,894.80","1,885.10","1,885.10","1,880.00","0.06K","-0.54%"
"Sep 24, 2020","1,905.00","1,879.90","1,892.60","1,874.70","0.26K","0.41%"
"Sep 23, 2020","1,897.20","1,919.40","1,919.40","1,919.40","0.01K","-2.11%"
"Sep 22, 2020","1,938.00","1,937.90","1,940.50","1,925.50","0.09K","-0.13%"
"Sep 21, 2020","1,940.50","1,945.50","1,945.50","1,945.50","0.00K","-2.60%"
"Sep 18, 2020","1,992.40","1,974.20","1,982.00","1,973.60","0.08K","0.62%"
"Sep 17, 2020","1,980.10","1,970.80","1,974.40","1,965.30","0.13K","-1.08%"
"Sep 16, 2020","2,001.80","1,989.10","1,997.90","1,985.00","0.11K","0.22%"
"Sep 15, 2020","1,997.50","1,986.10","1,997.50","1,981.00","0.04K","0.13%"
"Sep 14, 2020","1,995.00","1,974.10","1,987.80","1,972.80","0.12K","0.84%"
"Sep 11, 2020","1,978.40","1,980.00","1,980.00","1,980.00","0.00K","-0.78%"
"Sep 10, 2020","1,994.00","1,971.10","1,991.40","1,969.40","0.21K","0.54%"
"Sep 09, 2020","1,983.30","1,952.90","1,973.60","1,946.40","0.01K","0.56%"
"Sep 08, 2020","1,972.20","1,957.50","1,965.90","1,938.80","0.88K","1.81%"
"Sep 07, 2020","1,937.10","1,940.70","1,947.40","1,930.45","-","-0.18%"
"Sep 06, 2020","1,940.65","1,941.90","1,944.30","1,937.65","-","-1.16%"
"Sep 04, 2020","1,963.50","1,956.60","1,959.50","1,951.90","0.17K","-0.19%"
"Sep 03, 2020","1,967.30","1,962.00","1,969.00","1,962.00","0.00K","-0.45%"
"Sep 02, 2020","1,976.20","1,975.80","1,975.80","1,975.80","0.00K","-1.74%"
"Sep 01, 2020","2,011.20","2,018.60","2,018.60","1,995.00","0.24K","-0.01%"
"Aug 31, 2020","2,011.40","1,991.10","2,002.30","1,991.10","0.00K","0.41%"
"Aug 28, 2020","2,003.20","1,990.00","1,990.00","1,990.00","0.00K","1.92%"
"Aug 27, 2020","1,965.50","1,961.00","1,961.00","1,961.00","0.00K","-1.09%"
"Aug 26, 2020","1,987.20","1,992.00","1,992.00","1,992.00","0.00K","1.49%"
"Aug 25, 2020","1,958.00","1,958.30","1,958.40","1,958.30","0.00K","-0.87%"
"Aug 24, 2020","1,975.20","1,962.50","1,979.40","1,955.90","0.11K","-0.37%"
"Aug 21, 2020","1,982.50","1,982.30","1,982.30","1,959.90","0.12K","0.02%"
"Aug 20, 2020","1,982.10","1,968.20","1,971.20","1,968.20","0.00K","-1.17%"
"Aug 19, 2020","2,005.50","2,005.50","2,005.50","2,000.60","0.00K","-2.15%"
"Aug 18, 2020","2,049.60","2,055.00","2,055.00","2,055.00","0.00K","0.74%"
"Aug 17, 2020","2,034.50","1,981.70","2,012.30","1,971.60","0.11K","2.25%"
"Aug 14, 2020","1,989.70","2,000.00","2,000.00","1,992.00","0.01K","-1.09%"
"Aug 13, 2020","2,011.60","1,996.10","2,001.50","1,979.60","0.01K","1.10%"
"Aug 12, 2020","1,989.80","1,992.00","1,992.00","1,992.00","0.00K","0.02%"
"Aug 11, 2020","1,989.40","2,045.00","2,045.00","2,030.00","0.01K","-4.64%"
"Aug 10, 2020","2,086.10","2,068.70","2,080.00","2,065.00","0.09K","0.54%"
"Aug 07, 2020","2,074.90","2,121.70","2,121.70","2,121.70","0.00K","-1.99%"
"Aug 06, 2020","2,117.10","2,086.70","2,115.00","2,085.90","0.00K","1.05%"
"Aug 05, 2020","2,095.20","2,098.50","2,098.50","2,090.50","0.00K","1.47%"
"Aug 04, 2020","2,064.80","2,024.60","2,068.40","2,018.70","0.39K","1.72%"
"Aug 03, 2020","2,029.80","2,026.90","2,040.00","2,015.40","0.42K","0.05%"
"Jul 31, 2020","2,028.80","2,005.20","2,035.00","2,005.20","0.27K","1.01%"
"Jul 30, 2020","2,008.60","2,016.00","2,016.00","1,988.90","0.03K","-0.51%"
"Jul 29, 2020","2,018.90","2,001.00","2,025.00","2,001.00","0.00K","0.56%"
"Jul 28, 2020","2,007.60","2,008.10","2,028.10","1,967.20","0.16K","0.42%"
"Jul 27, 2020","1,999.30","1,964.80","1,999.90","1,964.80","0.18K","1.61%"
"Jul 24, 2020","1,967.60","1,981.60","1,981.60","1,981.60","0.00K","0.54%"
"Jul 23, 2020","1,957.10","1,923.30","1,945.00","1,923.30","0.57K","1.48%"
"Jul 22, 2020","1,928.50","1,909.50","1,924.20","1,906.40","0.13K","1.46%"
"Jul 21, 2020","1,900.80","1,867.60","1,891.30","1,867.00","0.14K","1.67%"
"Jul 20, 2020","1,869.50","1,862.00","1,862.40","1,862.00","0.03K","0.35%"
"Jul 17, 2020","1,862.90","1,840.60","1,851.00","1,840.10","0.01K","0.37%"
"Jul 16, 2020","1,856.00","1,856.00","1,856.00","1,856.00","0.03K","-0.82%"
"Jul 15, 2020","1,871.30","1,862.30","1,863.10","1,854.30","0.10K","-0.01%"
"Jul 14, 2020","1,871.40","1,850.00","1,863.90","1,850.00","0.06K","-0.10%"
"Jul 13, 2020","1,873.30","1,857.30","1,858.30","1,857.30","0.10K","0.72%"
"Jul 10, 2020","1,860.00","1,853.70","1,853.70","1,851.30","0.12K","-0.11%"
"Jul 09, 2020","1,862.00","1,871.90","1,871.90","1,871.90","0.12K","-0.89%"
"Jul 08, 2020","1,878.70","1,851.80","1,867.60","1,851.80","0.25K","1.11%"
"Jul 07, 2020","1,858.10","1,833.90","1,853.60","1,833.90","0.30K","1.17%"
"Jul 06, 2020","1,836.60","1,825.80","1,828.60","1,825.80","1.74K","2.74%"
"Jul 03, 2020","1,787.60","1,786.90","1,788.70","1,783.65","-","-2.33%"
"Jul 02, 2020","1,830.20","1,799.00","1,821.30","1,798.80","0.17K","0.57%"
"Jul 01, 2020","1,819.90","1,830.00","1,838.00","1,830.00","0.45K","-1.01%"
"Jun 30, 2020","1,838.40","1,816.90","1,835.00","1,813.90","0.04K","1.13%"
"Jun 29, 2020","1,817.90","1,816.50","1,816.50","1,811.20","0.09K","0.09%"
"Jun 26, 2020","1,816.30","1,798.20","1,814.00","1,798.00","0.10K","0.55%"
"Jun 25, 2020","1,806.30","1,800.00","1,800.00","1,800.00","0.05K","-0.23%"
"Jun 24, 2020","1,810.50","1,806.50","1,806.50","1,806.50","0.30K","-0.25%"
"Jun 23, 2020","1,815.00","1,803.00","1,803.00","1,803.00","0.26K","0.83%"
"Jun 22, 2020","1,800.10","1,787.00","1,798.40","1,783.10","0.07K","0.69%"
"Jun 19, 2020","1,787.70","1,767.00","1,786.90","1,761.80","0.52K","1.14%"
"Jun 18, 2020","1,767.50","1,775.00","1,775.00","1,762.30","0.08K","-0.32%"
"Jun 17, 2020","1,773.20","1,768.20","1,768.20","1,768.20","0.02K","-0.05%"
"Jun 16, 2020","1,774.00","1,770.00","1,770.00","1,770.00","0.20K","0.56%"
"Jun 15, 2020","1,764.20","1,770.30","1,770.30","1,760.00","0.02K","-0.54%"
"Jun 12, 2020","1,773.70","1,780.40","1,780.50","1,780.40","0.56K","-0.18%"
"Jun 11, 2020","1,776.90","1,784.10","1,786.40","1,762.30","0.81K","1.00%"
"Jun 10, 2020","1,759.30","1,760.90","1,760.90","1,753.30","0.00K","-0.09%"
"Jun 09, 2020","1,760.80","1,755.20","1,757.60","1,755.20","0.54K","0.94%"
"Jun 08, 2020","1,744.40","1,739.40","1,739.40","1,739.40","0.05K","1.31%"
"Jun 05, 2020","1,721.90","1,741.70","1,741.70","1,704.60","0.11K","-2.44%"
"Jun 04, 2020","1,764.90","1,747.60","1,752.00","1,747.60","0.16K","1.54%"
"Jun 03, 2020","1,738.10","1,760.00","1,760.00","1,727.50","0.45K","-1.54%"
"Jun 02, 2020","1,765.20","1,774.50","1,775.30","1,774.50","0.11K","-0.78%"
"Jun 01, 2020","1,779.00","1,775.50","1,775.50","1,772.80","0.06K","0.02%"
"May 29, 2020","1,778.70","1,748.20","1,771.50","1,748.20","0.11K","1.34%"
"May 28, 2020","1,755.20","1,748.80","1,757.30","1,748.80","0.18K","0.31%"
"May 27, 2020","1,749.80","1,725.00","1,727.40","1,722.50","0.01K","0.06%"
"May 26, 2020","1,748.80","1,762.90","1,764.00","1,762.90","0.08K","1.26%"
"May 25, 2020","1,727.00","1,730.55","1,731.35","1,719.25","-","-0.21%"
"May 24, 2020","1,730.65","1,735.45","1,735.90","1,729.80","-","-2.49%"
"May 22, 2020","1,774.90","1,773.50","1,773.50","1,771.90","0.47K","0.82%"
"May 21, 2020","1,760.50","1,780.10","1,780.10","1,753.60","0.15K","-1.76%"
"May 20, 2020","1,792.10","1,784.00","1,791.20","1,784.00","0.08K","0.39%"
"May 19, 2020","1,785.10","1,784.20","1,784.20","1,784.20","0.00K","0.71%"
"May 18, 2020","1,772.60","1,795.40","1,795.40","1,795.40","0.14K","-0.99%"
"May 15, 2020","1,790.40","1,776.20","1,781.50","1,776.20","0.45K","0.90%"
"May 14, 2020","1,774.40","1,747.10","1,747.10","1,747.10","0.00K","1.38%"
"May 13, 2020","1,750.30","1,729.10","1,750.30","1,729.10","0.01K","0.49%"
"May 12, 2020","1,741.70","1,733.20","1,734.50","1,731.90","0.01K","0.42%"
"May 11, 2020","1,734.40","1,727.70","1,734.20","1,714.20","0.05K","-0.91%"
"May 08, 2020","1,750.30","1,747.80","1,747.80","1,747.80","0.00K","-0.61%"
"May 07, 2020","1,761.10","1,718.90","1,722.80","1,718.50","0.05K","2.29%"
"May 06, 2020","1,721.70","1,728.40","1,728.40","1,713.00","0.01K","-1.27%"
"May 05, 2020","1,743.80","1,725.80","1,739.10","1,725.80","0.40K","0.16%"
"May 04, 2020","1,741.00","1,729.10","1,729.10","1,725.70","0.03K","1.16%"
"May 01, 2020","1,721.10","1,720.10","1,720.10","1,720.10","0.01K","0.46%"
"Apr 30, 2020","1,713.20","1,706.40","1,706.40","1,706.40","0.05K","-0.99%"
"Apr 29, 2020","1,730.30","1,727.60","1,744.10","1,727.60","0.01K","-0.48%"
"Apr 28, 2020","1,738.70","1,731.80","1,740.00","1,712.70","3.06K","-0.01%"
"Apr 27, 2020","1,738.80","1,746.70","1,753.00","1,726.80","0.13K","-0.58%"
"Apr 24, 2020","1,748.90","1,759.00","1,759.00","1,745.00","0.00K","-0.51%"
"Apr 23, 2020","1,757.80","1,753.10","1,762.20","1,753.10","0.00K","0.46%"
"Apr 22, 2020","1,749.80","1,709.50","1,709.50","1,709.50","0.01K","3.04%"
"Apr 21, 2020","1,698.20","1,722.20","1,722.20","1,679.60","0.08K","-1.34%"
"Apr 20, 2020","1,721.30","1,715.60","1,715.60","1,715.60","0.00K","0.73%"
"Apr 17, 2020","1,708.90","1,717.80","1,717.80","1,717.80","0.02K","-1.94%"
"Apr 16, 2020","1,742.70","1,766.50","1,766.50","1,766.50","0.00K","-0.50%"
"Apr 15, 2020","1,751.50","1,760.70","1,762.70","1,736.40","0.00K","-1.42%"
"Apr 14, 2020","1,776.80","1,779.10","1,779.10","1,776.50","0.01K","0.50%"
"Apr 13, 2020","1,767.90","1,732.50","1,758.00","1,732.50","0.03K","1.57%"
"Apr 10, 2020","1,740.60","1,740.60","1,740.60","1,740.60","-","-1.03%"
"Apr 09, 2020","1,758.70","1,747.50","1,747.50","1,747.50","0.00K","4.11%"
"Apr 08, 2020","1,689.30","1,690.10","1,690.10","1,690.10","0.02K","-0.01%"
"Apr 07, 2020","1,689.40","1,688.80","1,688.80","1,688.80","0.02K","-0.62%"
"Apr 06, 2020","1,700.00","1,685.30","1,688.60","1,685.30","0.00K","2.77%"
"Apr 03, 2020","1,654.10","1,639.00","1,651.50","1,625.30","0.14K","0.45%"
"Apr 02, 2020","1,646.70","1,636.40","1,636.40","1,636.40","0.29K","2.82%"
"Apr 01, 2020","1,601.60","1,594.40","1,594.40","1,594.40","0.18K","-0.32%"
"Mar 31, 2020","1,606.70","1,625.30","1,625.30","1,625.30","0.06K","-2.82%"
"Mar 30, 2020","1,653.30","1,646.90","1,646.90","1,646.90","0.10K","-0.46%"
"Mar 27, 2020","1,661.00","1,647.10","1,647.10","1,647.10","0.27K","-0.44%"
"Mar 26, 2020","1,668.30","1,674.30","1,674.30","1,659.40","0.01K","1.79%"
"Mar 25, 2020","1,639.00","1,650.90","1,656.60","1,650.50","0.06K","-1.81%"
"Mar 24, 2020","1,669.20","1,594.60","1,653.50","1,594.60","0.03K","5.09%"
"Mar 23, 2020","1,588.30","1,514.60","1,572.80","1,502.60","0.01K","5.79%"
"Mar 20, 2020","1,501.40","1,515.80","1,515.80","1,515.80","0.01K","0.28%"
"Mar 19, 2020","1,497.20","1,496.60","1,508.00","1,476.90","0.01K","0.17%"
"Mar 18, 2020","1,494.60","1,520.60","1,520.60","1,502.30","0.32K","-3.02%"
"Mar 17, 2020","1,541.10","1,504.50","1,561.50","1,476.30","0.01K","2.74%"
"Mar 16, 2020","1,500.00","1,485.00","1,503.00","1,485.00","0.01K","-2.10%"
"Mar 13, 2020","1,532.20","1,591.00","1,591.00","1,529.30","0.10K","-4.62%"
"Mar 12, 2020","1,606.50","1,654.30","1,654.30","1,581.50","0.01K","-3.12%"
"Mar 11, 2020","1,658.30","1,670.00","1,670.00","1,653.10","0.03K","-1.09%"
"Mar 10, 2020","1,676.60","1,675.90","1,675.90","1,662.10","0.19K","-0.88%"
"Mar 09, 2020","1,691.50","1,709.90","1,710.10","1,672.90","0.13K","-0.01%"
"Mar 06, 2020","1,691.60","1,696.00","1,703.60","1,686.30","0.07K","0.07%"
"Mar 05, 2020","1,690.50","1,655.70","1,671.00","1,655.20","0.18K","1.42%"
"Mar 04, 2020","1,666.90","1,664.20","1,664.50","1,664.20","0.22K","-0.19%"
"Mar 03, 2020","1,670.00","1,606.50","1,663.80","1,606.50","0.06K","3.05%"
"Mar 02, 2020","1,620.60","1,602.50","1,624.30","1,600.20","0.25K","1.50%"
"Feb 28, 2020","1,596.60","1,595.20","1,617.80","1,595.20","0.56K","-4.76%"
"Feb 27, 2020","1,676.40","1,679.00","1,684.40","1,670.00","0.01K","-0.11%"
"Feb 26, 2020","1,678.20","1,677.60","1,677.60","1,677.60","0.02K","-0.49%"
"Feb 25, 2020","1,686.40","1,681.00","1,683.60","1,681.00","0.54K","-1.58%"
"Feb 24, 2020","1,713.50","1,707.40","1,707.40","1,707.40","0.02K","1.61%"
"Feb 21, 2020","1,686.30","1,672.30","1,678.10","1,672.30","0.08K","1.71%"
"Feb 20, 2020","1,658.00","1,641.40","1,651.90","1,641.40","0.12K","0.52%"
"Feb 19, 2020","1,649.50","1,639.80","1,641.40","1,636.20","0.04K","0.51%"
"Feb 18, 2020","1,641.10","1,617.30","1,634.80","1,617.30","0.07K","3.41%"
"Feb 17, 2020","1,587.05","1,586.15","1,588.45","1,581.85","-","0.05%"
"Feb 16, 2020","1,586.25","1,585.50","1,586.25","1,583.45","-","-2.33%"
"Feb 14, 2020","1,624.10","1,601.00","1,608.40","1,597.30","0.03K","0.44%"
"Feb 13, 2020","1,617.00","1,607.90","1,608.10","1,607.90","0.00K","0.45%"
"Feb 12, 2020","1,609.80","1,590.80","1,593.90","1,587.50","2.05K","0.06%"
"Feb 11, 2020","1,608.80","1,606.70","1,606.90","1,606.70","0.00K","-0.58%"
"Feb 10, 2020","1,618.20","1,606.70","1,606.70","1,606.70","0.00K","0.33%"
"Feb 07, 2020","1,612.80","1,591.00","1,598.30","1,588.40","0.00K","0.21%"
"Feb 06, 2020","1,609.50","1,580.70","1,592.40","1,579.30","0.07K","0.46%"
"Feb 05, 2020","1,602.20","1,579.40","1,587.00","1,573.00","2.05K","0.45%"
"Feb 04, 2020","1,595.00","1,602.30","1,602.30","1,576.00","0.03K","-1.60%"
"Feb 03, 2020","1,621.00","1,606.00","1,606.00","1,606.00","0.00K","-0.31%"
"Jan 31, 2020","1,626.10","1,599.70","1,615.30","1,597.70","0.00K","-0.07%"
"Jan 30, 2020","1,627.30","1,601.60","1,612.00","1,599.00","0.03K","0.79%"
"Jan 29, 2020","1,614.50","1,594.50","1,603.60","1,589.30","0.03K","0.08%"
"Jan 28, 2020","1,613.20","1,606.70","1,607.10","1,593.40","10.91K","-0.47%"
"Jan 27, 2020","1,620.80","1,616.80","1,617.80","1,616.80","0.00K","0.33%"
"Jan 24, 2020","1,615.40","1,595.00","1,609.50","1,595.00","0.05K","0.44%"
"Jan 23, 2020","1,608.30","1,585.00","1,593.50","1,580.10","1.75K","0.54%"
"Jan 22, 2020","1,599.70","1,583.10","1,585.50","1,577.60","0.07K","-0.08%"
"Jan 21, 2020","1,601.00","1,595.00","1,595.00","1,595.00","0.00K","2.55%"
"Jan 20, 2020","1,561.25","1,557.20","1,562.70","1,556.65","-","0.27%"
"Jan 19, 2020","1,557.05","1,557.40","1,559.05","1,556.45","-","-2.89%"
"Jan 17, 2020","1,603.40","1,578.60","1,588.00","1,577.10","1.54K","0.65%"
"Jan 16, 2020","1,593.00","1,580.40","1,583.40","1,575.00","0.03K","-0.23%"
"Jan 15, 2020","1,596.60","1,587.80","1,587.80","1,587.80","0.00K","0.57%"
"Jan 14, 2020","1,587.50","1,573.20","1,573.90","1,563.40","1.76K","-0.39%"
"Jan 13, 2020","1,593.70","1,586.80","1,586.80","1,574.90","2.70K","-0.60%"
"Jan 10, 2020","1,603.30","1,577.60","1,589.60","1,574.10","0.11K","0.34%"
"Jan 09, 2020","1,597.80","1,583.00","1,587.50","1,570.20","1.43K","-0.37%"
"Jan 08, 2020","1,603.80","1,612.60","1,638.40","1,612.60","0.02K","-0.92%"
"Jan 07, 2020","1,618.70","1,602.60","1,602.60","1,602.60","0.07K","0.33%"
"Jan 06, 2020","1,613.30","1,608.20","1,612.40","1,600.30","0.01K","1.06%"
"Jan 03, 2020","1,596.40","1,591.00","1,592.10","1,588.60","0.41K","1.55%"
"Jan 02, 2020","1,572.10","1,548.70","1,559.50","1,548.20","1.25K","3.36%"
"Jan 01, 2020","1,520.95","1,520.85","1,523.95","1,520.85","-","-2.98%"
